headword;pronunciation;POS;accent;schAccent;schGraph;nbSyll;page
['amends'];['a(me(nz'];['/n/'];['ame@nds'];['01'];['VCV1CCC'];['2'];['ambergrese-amiss']
['amenity'];['a(mee(ni(ty('];['/n/'];['ame@nity'];['0100'];['VCV1CVCV'];['4'];['ambergrese-amiss']
['amerce'];['a(me(rss'];['/v/'];['ame@rce'];['01'];['VCV1CCV'];['2'];['ambergrese-amiss']
['amercer'];['a(me(rsi(r'];['/n/'];['ame@rcer'];['010'];['VCV1CCVC'];['3'];['ambergrese-amiss']
['amercement'];['a(me(rssmi(nt'];['/n/'];['ame@rcement'];['0100'];['VCV1CCVCVCC'];['4'];['ambergrese-amiss']
['amethyst'];['a(mithi(st'];['/n/'];['a@methyst'];['100'];['V1CVCCVCC'];['3'];['ambergrese-amiss']
['amiable'];['aimi(i(bl'];['/adj/'];['a@miable'];['100'];['V1CVVCCV'];['3'];['ambergrese-amiss']
['amiableness'];['aimi(i(blni(ss'];['/n/'];['a@miableness'];['1000'];['V1CVVCCVCVCC'];['4'];['ambergrese-amiss']
['amiably'];['aimi(i(bly('];['/adv/'];['a@miably'];['1000'];['V1CVVCCV'];['4'];['ambergrese-amiss']
['amicable'];['ami(ki(bl'];['/adj/'];['a@micable'];['100'];['V1CVCVCCV'];['3'];['ambergrese-amiss']
['amicably'];['a(mi(ki(bly('];['/adv/'];['a@micably'];['1000'];['V1CVCVCCV'];['4'];['ambergrese-amiss']
['amidst'];['ami(dst'];['/prep/'];['ami@dst'];['01'];['VCV1CCC'];['2'];['ambergrese-amiss']
['amiss'];['a(mi(ss'];['/adv/'];['ami@ss'];['01'];['VCV1CC'];['2'];['ambergrese-amiss']
['amity'];['aimi(ty('];['/n/'];['a@mity'];['100'];['V1CVCV'];['3'];['amity-anacamptic']
['ammunition'];['a(mmeunee(shu(n'];['/n/'];['ammuni@tion'];['0010'];['VCCVCV1CVVC'];['4'];['amity-anacamptic']
['amnesty'];['a(nsty('];['/n/'];['a@mnesty'];['100'];['V1CCVCCV'];['3'];['amity-anacamptic']
['amnion'];['a(mni(u(n'];['/n/'];['a@mnion'];['100'];['V1CCVVC'];['3'];['amity-anacamptic']
['amomum'];['a(mo)mu(m'];['/n/'];['amo@mum'];['010'];['VCV1CVC'];['3'];['amity-anacamptic']
['amoroso'];['a(mo(ro)so('];['/n/a/'];['amoro@so'];['0010'];['VCVCV1CV'];['4'];['amity-anacamptic']
['amorous'];['a(mu(rru(s'];['/adj/'];['a@morous'];['100'];['V1CVCVVC'];['3'];['amity-anacamptic']
['amorously'];['a(mu(rru(sly('];['/adv/'];['a@morously'];['1000'];['V1CVCVVCCV'];['4'];['amity-anacamptic']
['amort'];['a(mo)rt'];['/adj/'];['amo@rt'];['01'];['VCV1CC'];['2'];['amity-anacamptic']
['amortization'];['a(mo(rti(zaishu(n'];['/n/'];['amortiza@tion'];['00010'];['VCVCCVCV1CVVC'];['5'];['amity-anacamptic']
['amortizement'];['a(mo(rti(zmi(nt'];['/n/'];['amo@rtizement'];['01000'];['VCV1CCVCVCVCC'];['5'];['amity-anacamptic']
['amount'];['a(mou*nt'];['/v/n/'];['amou@nt'];['01'];['VCVV1CC'];['2'];['amity-anacamptic']
['amour'];['a(mo)r'];['/n/'];['amou@r'];['01'];['VCVV1C'];['2'];['amity-anacamptic']
['amphibious'];['a(mfi(bi(u(s'];['/adj/'];['amphi@bious'];['0100'];['VCCCV1CVVVC'];['4'];['amity-anacamptic']
['amphibiousness'];['a(mfi(bi(u(sni(ss'];['/n/'];['amphi@biousness'];['01000'];['VCCCV1CVVVCCVCC'];['5'];['amity-anacamptic']
['amphibological'];['a(mfi(bo(lo(ji(ki(l'];['/adj/'];['amphibolo@gical'];['000100'];['VCCCVCVCV1CVCVC'];['6'];['amity-anacamptic']
['amphibology'];['a(mfi(bo(lo(jy'];['/n/'];['amphibo@logy'];['00100'];['VCCCVCV1CVCV'];['5'];['amity-anacamptic']
['amphibolous'];['a(mfi(bu(llu(s'];['/adj/'];['amphi@bolous'];['0100'];['VCCCV1CVCVVC'];['4'];['amity-anacamptic']
['amphiscii'];['a(mfee(ssi(i)'];['/lat/'];['amphi@scii'];['0100'];['VCCCV1CCVV'];['4'];['amity-anacamptic']
['amphitheatre'];['a(mfi(thee(i(ti(r'];['/n/'];['amphithe@atre'];['00100'];['VCCCVCCV1VCCV'];['5'];['amity-anacamptic']
['ample'];['a(mpl'];['/adj/'];['a@mple'];['1'];['V1CCCV'];['1'];['amity-anacamptic']
['ampleness'];['a(mplni(ss'];['/n/'];['a@mpleness'];['100'];['V1CCCVCVCC'];['3'];['amity-anacamptic']
['amplification'];['a(mpli(fi(kaishu(n'];['/n/'];['amplifica@tion'];['00010'];['VCCCVCVCV1CVVC'];['5'];['amity-anacamptic']
['amplify'];['a(mpli(fi)'];['/v/'];['a@mplify'];['100'];['V1CCCVCV'];['3'];['amity-anacamptic']
['amplitude'];['a(mpli(teud'];['/n/'];['a@mplitude'];['100'];['V1CCCVCVCV'];['3'];['amity-anacamptic']
['amply'];['a(mply('];['/adv/'];['a@mply'];['10'];['V1CCCV'];['2'];['amity-anacamptic']
['amputate'];['a(mpeutait'];['/v/'];['a@mputate'];['100'];['V1CCVCVCV'];['3'];['amity-anacamptic']
['amputation'];['a(mpeutaishu(n'];['/n/'];['amputa@tion'];['0010'];['VCCVCV1CVVC'];['4'];['amity-anacamptic']
['amulet'];['a(meuli(t'];['/n/'];['a@mulet'];['100'];['V1CVCVC'];['3'];['amity-anacamptic']
['amuse'];['a(meuz'];['/v/'];['amu@se'];['01'];['VCV1CV'];['2'];['amity-anacamptic']
['amusement'];['a(meuzmi(nt'];['/n/'];['amu@sement'];['0100'];['VCV1CVCVCC'];['4'];['amity-anacamptic']
['amuser'];['a(meuzi(r'];['/n/'];['amu@ser'];['010'];['VCV1CVC'];['3'];['amity-anacamptic']
['amusive'];['ameuzi(v'];['/adv/'];['amu@sive'];['010'];['VCV1CVCV'];['3'];['amity-anacamptic']
['amygdalate'];['a(mi(gdi(lait'];['/n/'];['amygdalate'];['0000'];['VCVCCVCVCV'];['4'];['amity-anacamptic']
['ana'];['aina('];['/n/'];['a@na'];['10'];['V1CV'];['2'];['amity-anacamptic']
['anabaptist'];['a(na(ba(pti(st'];['/n/'];['anaba@ptist'];['0010'];['VCVCV1CCVCC'];['4'];['amity-anacamptic']
['anacamptic'];['a(na(ka(mti(k'];['/adj/'];['anaca@mptic'];['0010'];['VCVCV1CCCVC'];['4'];['amity-anacamptic']
['anacathartic'];['a(na(ka(tha(rti(k'];['/n/'];['anacatha@rtic'];['00010'];['VCVCVCCV1CCVC'];['5'];['anacathartic-anecdotes']
['anachronism'];['a(na(kro(ni(sm'];['/n/'];['ana@chronism'];['0100'];['VCV1CCCVCVCC'];['4'];['anacathartic-anecdotes']
['anacreontic'];['a(na(kre(o(nti(k'];['/n/adj/'];['anacreo@ntic'];['00010'];['VCVCCVV1CCVC'];['5'];['anacathartic-anecdotes']
['anagram'];['a(na(gra(m'];['/n/'];['a@nagram'];['100'];['V1CVCCVC'];['3'];['anacathartic-anecdotes']
['anagrammatist'];['a(na(gra(mma(ti(st'];['/n/'];['anagra@mmatist'];['00100'];['VCVCCV1CCVCVCC'];['5'];['anacathartic-anecdotes']
['analeptics'];['a(nale(pti(ks'];['/n/'];['anale@ptics'];['0010'];['VCVCV1CCVCC'];['4'];['anacathartic-anecdotes']
['analogical'];['a(nalo(ji(ki(l'];['/adj/'];['analo@gical'];['00100'];['VCVCV1CVCVC'];['5'];['anacathartic-anecdotes']
['analogically'];['a(nalo(ji(ki(lly('];['/adv/'];['analo@gically'];['001000'];['VCVCV1CVCVCCV'];['6'];['anacathartic-anecdotes']
['analogize'];['a(na(lo(ji)z'];['/v/'];['ana@logize'];['0100'];['VCV1CVCVCV'];['4'];['anacathartic-anecdotes']
['analogus'];['a(na(lo(gu(s'];['//'];['ana@logus'];['0100'];['VCV1CVCVC'];['4'];['anacathartic-anecdotes']
['analogy'];['a(na(lojy('];['/n/'];['ana@logy'];['0100'];['VCV1CVCV'];['4'];['anacathartic-anecdotes']
['analysis'];['a(na(li(si(s'];['/n/'];['ana@lysis'];['0100'];['VCV1CVCVC'];['4'];['anacathartic-anecdotes']
['analytical'];['a(na(li(ti(ki(l'];['/adj/'];['analytical'];['00000'];['VCVCVCVCVC'];['5'];['anacathartic-anecdotes']
['analyze'];['a(na(li)z'];['/v/'];['a@nalyze'];['100'];['V1CVCVCV'];['3'];['anacathartic-anecdotes']
['ananas'];['a(naina(s'];['/n/'];['ana@nas'];['010'];['VCV1CVC'];['3'];['anacathartic-anecdotes']
['anaphora'];['a(na(ffo(ra('];['/n/'];['ana@phora'];['0100'];['VCV1CCVCV'];['4'];['anacathartic-anecdotes']
['anarch'];['aina(rk'];['/n/'];['a@narch'];['10'];['V1CVCCC'];['2'];['anacathartic-anecdotes']
['anarchy'];['a(na(rky('];['/n/'];['a@narchy'];['100'];['V1CVCCCV'];['3'];['anacathartic-anecdotes']
['anasarca'];['a(na(sa(rka('];['/n/'];['anasa@rca'];['0010'];['VCVCV1CCV'];['4'];['anacathartic-anecdotes']
['anastrophe'];['a(na(stro(phy('];['/n/'];['ana@strophe'];['010'];['VCV1CCCVCCV'];['3'];['anacathartic-anecdotes']
['anathema'];['a(na(the(ma('];['/n/'];['ana@thema'];['0100'];['VCV1CCVCV'];['4'];['anacathartic-anecdotes']
['anathematize'];['a(na(the(ma(ti)z'];['/v/'];['ana@thematize'];['01000'];['VCV1CCVCVCVCV'];['5'];['anacathartic-anecdotes']
['anatocism'];['a(nato(si(zm'];['/n/'];['ana@tocism'];['0100'];['VCV1CVCVCC'];['4'];['anacathartic-anecdotes']
['anatomical'];['a(nato(mi(ki(l'];['/adj/'];['anato@mical'];['00100'];['VCVCV1CVCVC'];['5'];['anacathartic-anecdotes']
['anatomist'];['a(nato(mi(st'];['/n/'];['ana@tomist'];['0100'];['VCV1CVCVCC'];['4'];['anacathartic-anecdotes']
['anatomize'];['a(na(to(mi)z'];['/v/'];['ana@tomize'];['0100'];['VCV1CVCVCV'];['4'];['anacathartic-anecdotes']
['anatomy'];['a(na(to(my('];['/n/'];['ana@tomy'];['0100'];['VCV1CVCV'];['4'];['anacathartic-anecdotes']
['anatripsis'];['a(na(tri(psi(s'];['//'];['anatri@psis'];['0010'];['VCVCCV1CCVC'];['4'];['anacathartic-anecdotes']
['ancestor'];['a(nse(stu(r'];['/n/'];['a@ncestor'];['100'];['V1CCVCCVC'];['3'];['anacathartic-anecdotes']
['ancestry'];['a(nse(stry('];['/n/'];['a@ncestry'];['100'];['V1CCVCCCV'];['3'];['anacathartic-anecdotes']
['anchor'];['a(nku(r'];['/n/v/'];['a@nchor'];['10'];['V1CCCVC'];['2'];['anacathartic-anecdotes']
['anchored'];['a(nku(rri(d'];['/ved/adj/'];['a@nchored'];['100'];['V1CCCVCVC'];['3'];['anacathartic-anecdotes']
['anchorite'];['a(nko(ri)t'];['/n/'];['a@nchorite'];['100'];['V1CCCVCVCV'];['3'];['anacathartic-anecdotes']
['anchovy'];['a(ntshu(vy('];['/n/'];['a@nchovy'];['100'];['V1CCCVCV'];['3'];['anacathartic-anecdotes']
['ancient'];['ainshi(nt'];['/adj/'];['a@ncient'];['10'];['V1CCVVCC'];['2'];['anacathartic-anecdotes']
['anciently'];['ainshi(ntly('];['/adv/'];['a@nciently'];['100'];['V1CCVVCCCV'];['3'];['anacathartic-anecdotes']
['ancientness'];['ai(nshi(ntni(ss'];['/n/'];['a@ncientness'];['100'];['V1CCVVCCCVCC'];['3'];['anacathartic-anecdotes']
['ancle'];['a(nkl'];['/n/'];['a@ncle'];['1'];['V1CCCV'];['1'];['anacathartic-anecdotes']
['andromeda'];['a(ndro%me(da('];['/n/'];['andro@meda'];['0100'];['VCCCV1CVCV'];['4'];['anacathartic-anecdotes']
['anecdotes'];['a(ne(kdo(ts'];['/n/'];['a@necdotes'];['1000'];['V1CVCCVCVC'];['4'];['anacathartic-anecdotes']
['anemometer'];['a(ne(mo(mi(tr'];['/n/'];['anemo@meter'];['00100'];['VCVCV1CVCVC'];['5'];['anemometer-annually']
['anemony'];['a(ne(mo(ny('];['/n/'];['ane@mony'];['0100'];['VCV1CVCV'];['4'];['anemometer-annually']
['anemoscope'];['a(ne(mosko)p'];['/n/'];['a@nemoscope'];['1000'];['V1CVCVCCVCV'];['4'];['anemometer-annually']
['angel'];['a(nji(l'];['/n/'];['a@ngel'];['10'];['V1CCVC'];['2'];['anemometer-annually']
['angelica'];['a(nje(li(ka('];['/n/'];['ange@lica'];['0100'];['VCCV1CVCV'];['4'];['anemometer-annually']
['angelical'];['a(nje(li(ki(l'];['/adj/'];['ange@lical'];['0100'];['VCCV1CVCVC'];['4'];['anemometer-annually']
['anger'];['a(ngi(r'];['/n/'];['a@nger'];['10'];['V1CCVC'];['2'];['anemometer-annually']
['angi'];['a(nji)'];['//'];['a@ngi'];['10'];['V1CCV'];['2'];['anemometer-annually']
['angle'];['angl'];['/n/v/'];['a@ngle'];['1'];['V1CCCV'];['1'];['anemometer-annually']
['anglicism'];['a(ngli(si(zm'];['/n/'];['a@nglicism'];['100'];['V1CCCVCVCC'];['3'];['anemometer-annually']
['angry'];['a(ngry('];['/adj/'];['a@ngry'];['10'];['V1CCCV'];['2'];['anemometer-annually']
['anguish'];['a(ngu(i(sh'];['/n/'];['a@nguish'];['100'];['V1CCVVCC'];['3'];['anemometer-annually']
['angular'];['a(ngeuli(r'];['/adj/'];['a@ngular'];['100'];['V1CCVCVC'];['3'];['anemometer-annually']
['angulous'];['a(ngeulu(s'];['/adj/'];['a@ngulous'];['100'];['V1CCVCVVC'];['3'];['anemometer-annually']
['anhelus'];['a(nheelu(s'];['//'];['anhe@lus'];['010'];['VCCV1CVC'];['3'];['anemometer-annually']
['animadversion'];['a(ni(ma(dve(rshu(n'];['/n/'];['animadve@rsion'];['00010'];['VCVCVCCV1CCVVC'];['5'];['anemometer-annually']
['animadvert'];['a(ni(ma(dvert'];['/v/'];['animadve@rt'];['0001'];['VCVCVCCV1CC'];['4'];['anemometer-annually']
['animadverter'];['a(nima(dverti(r'];['/n/'];['animadve@rter'];['00010'];['VCVCVCCV1CCVC'];['5'];['anemometer-annually']
['animal'];['a(ni(mi(l'];['/n/adj/'];['a@nimal'];['100'];['V1CVCVC'];['3'];['anemometer-annually']
['animalcule'];['a(ni(ma(lkeul'];['/n/'];['anima@lcule'];['0010'];['VCVCV1CCVCV'];['4'];['anemometer-annually']
['animality'];['a(ni(ma(li(ty('];['/n/'];['anima@lity'];['00100'];['VCVCV1CVCV'];['5'];['anemometer-annually']
['animate'];['a(ni(mait'];['/v/'];['a@nimate'];['100'];['V1CVCVCV'];['3'];['anemometer-annually']
['animated'];['a(ni(maiti(d'];['/adj/'];['a@nimated'];['1000'];['V1CVCVCVC'];['4'];['anemometer-annually']
['animation'];['a(ni(maishu(n'];['/n/'];['anima@tion'];['0010'];['VCVCV1CVVC'];['4'];['anemometer-annually']
['animosity'];['a(ni(mo(zi(ty('];['/n/'];['animo@sity'];['00100'];['VCVCV1CVCV'];['5'];['anemometer-annually']
['annalist'];['a(nni(li(st'];['/n/'];['a@nnalist'];['100'];['V1CCVCVCC'];['3'];['anemometer-annually']
['annals'];['a(nni(lz'];['/n/'];['a@nnals'];['10'];['V1CCVCC'];['2'];['anemometer-annually']
['anneal'];['a(nneel'];['/v/'];['anne@al'];['01'];['VCCV1VC'];['2'];['anemometer-annually']
['annex'];['a(nne(ks'];['/v/'];['anne@x'];['01'];['VCCV1C'];['2'];['anemometer-annually']
['annihilate'];['a(nnee(hi(lait'];['/v/'];['anni@hilate'];['0100'];['VCCV1CVCVCV'];['4'];['anemometer-annually']
['annihilation'];['a(nneehi(laishu(n'];['/n/'];['annihila@tion'];['00010'];['VCCVCVCV1CVVC'];['5'];['anemometer-annually']
['anniversary'];['a(nni(ve(rsi(rry('];['/adj/'];['annive@rsary'];['00100'];['VCCVCV1CCVCV'];['5'];['anemometer-annually']
['anno domini'];['a(nno( do(mi(ni)'];['/lat/'];['a@nno do@mini'];[];[];[];[]
['annotation'];['a(nno(taishu(n'];['/n/'];['annota@tion'];['0010'];['VCCVCV1CVVC'];['4'];['anemometer-annually']
['annotator'];['a(nno(taitu(r'];['/n/'];['annota@tor'];['0010'];['VCCVCV1CVC'];['4'];['anemometer-annually']
['announce'];['a(nnou*nss'];['/v/'];['annou@nce'];['01'];['VCCVV1CCV'];['2'];['anemometer-annually']
['annoy'];['a(nnoy'];['/v/'];['anno@y'];['01'];['VCCV1V'];['2'];['anemometer-annually']
['annoyance'];['a(nnoyi(nss'];['/n/'];['anno@yance'];['010'];['VCCV1VVCCV'];['3'];['anemometer-annually']
['annual'];['a(nneui(l'];['/adj/'];['a@nnual'];['100'];['V1CCVVC'];['3'];['anemometer-annually']
['annually'];['a(nneui(lly('];['/adv/'];['a@nnually'];['1000'];['V1CCVVCCV'];['4'];['anemometer-annually']
['annuitant'];['a(nneui(ti(nt'];['/n/'];['annu@itant'];['0100'];['VCCV1VCVCC'];['4'];['annuitant-anteriour']
['annuity'];['a(nneui(ty('];['/n/'];['annu@ity'];['0100'];['VCCV1VCV'];['4'];['annuitant-anteriour']
['annul'];['a(nnu(l'];['/v/'];['annu@l'];['01'];['VCCV1C'];['2'];['annuitant-anteriour']
['annular'];['a(nneuli(r'];['/adj/'];['a@nnular'];['100'];['V1CCVCVC'];['3'];['annuitant-anteriour']
['annulary'];['a(nneulairy('];['/adj/'];['a@nnulary'];['1000'];['V1CCVCVCV'];['4'];['annuitant-anteriour']
['annulet'];['a(nneuli(t'];['/n/'];['a@nnulet'];['100'];['V1CCVCVC'];['3'];['annuitant-anteriour']
['annunciate'];['a(nnu(nshi(ait'];['/v/'];['annu@nciate'];['0100'];['VCCV1CCVVCV'];['4'];['annuitant-anteriour']
['annunciation'];['a(nnunshi(aishun'];['/n/'];['annuncia@tion'];['00010'];['VCCVCCVV1CVVC'];['5'];['annuitant-anteriour']
['anodyne'];['a(no(di)n'];['/adj/'];['a@nodyne'];['100'];['V1CVCVCV'];['3'];['annuitant-anteriour']
['anoint'];['a(noint'];['/v/'];['anoi@nt'];['01'];['VCVV1CC'];['2'];['annuitant-anteriour']
['anointed'];['a(nointi(d'];['/adj/'];['anoi@nted'];['010'];['VCVV1CCVC'];['3'];['annuitant-anteriour']
['anointer'];['a(nointr'];['/n/'];['anoi@nter'];['010'];['VCVV1CCVC'];['3'];['annuitant-anteriour']
['anomalistical'];['a(no(ma(li(sti(ki(l'];['/adj/'];['anomali@stical'];['000100'];['VCVCVCV1CCVCVC'];['6'];['annuitant-anteriour']
['anomalous'];['a(no(mi(lu(s'];['/adj/'];['ano@malous'];['0100'];['VCV1CVCVVC'];['4'];['annuitant-anteriour']
['anomaly'];['a(omi(lly('];['/n/'];['ano@maly'];['0100'];['VCV1CVCV'];['4'];['annuitant-anteriour']
['anonymous'];['a(no(ni(mu(s'];['/adj/'];['ano@nymous'];['0100'];['VCV1CVCVVC'];['4'];['annuitant-anteriour']
['anorexy'];['a(no(re(ksy('];['/n/'];['a@norexy'];['1000'];['V1CVCVCV'];['4'];['annuitant-anteriour']
['answer'];['a(nsu(r'];['/n/v/'];['a@nswer'];['10'];['V1CCCVC'];['2'];['annuitant-anteriour']
['answerable'];['a(nsu(ri(bl'];['/adj/'];['a@nswerable'];['100'];['V1CCCVCVCCV'];['3'];['annuitant-anteriour']
['answerably'];['a(nsu(ri(bly('];['/adv/'];['a@nswerably'];['1000'];['V1CCCVCVCCV'];['4'];['annuitant-anteriour']
['answerer'];['a(nsu(ri(r'];['/n/'];['a@nswerer'];['100'];['V1CCCVCVC'];['3'];['annuitant-anteriour']
['ant'];['a(nt'];['/n/'];['ant'];['0'];['VCC'];['1'];['annuitant-anteriour']
['antagonist'];['a(nta(go(ni(st'];['/n/'];['anta@gonist'];['0100'];['VCCV1CVCVCC'];['4'];['annuitant-anteriour']
['antalgic'];['antaulji(k'];['/n/adj/'];['anta@lgic'];['010'];['VCCV1CCVC'];['3'];['annuitant-anteriour']
['antanagoge'];['a(nta(na(go(jy('];['/n/'];['anta@nagoge'];['0100'];['VCCV1CVCVCV'];['4'];['annuitant-anteriour']
['antanaclasis'];['a(nta(na(klaisis'];['/n/'];['antanacla@sis'];['00010'];['VCCVCVCCV1CVC'];['5'];['annuitant-anteriour']
['antartic'];['a(nta(rti(k'];['/adj/'];['anta@rtic'];['010'];['VCCV1CCVC'];['3'];['annuitant-anteriour']
['antecede'];['a(nte(seed'];['/v/'];['antece@de'];['001'];['VCCVCV1CV'];['3'];['annuitant-anteriour']
['antecedence'];['a(nte(seedi(nss'];['/n/'];['antece@dence'];['0010'];['VCCVCV1CVCCV'];['4'];['annuitant-anteriour']
['antecedent'];['a(nte(seedi(nt'];['/n/adj/'];['antece@dent'];['0010'];['VCCVCV1CVCC'];['4'];['annuitant-anteriour']
['antecedently'];['a(nte(seedi(ntly'];['/adv/'];['antece@dently'];['00100'];['VCCVCV1CVCCCV'];['5'];['annuitant-anteriour']
['antechamber'];['a(nte(tsha(mbr'];['/n/'];['a@ntechamber'];['1000'];['V1CCVCCVCCVC'];['4'];['annuitant-anteriour']
['antedate'];['a(nte(dait'];['/n/v/'];['a@ntedate'];['100'];['V1CCVCVCV'];['3'];['annuitant-anteriour']
['antediluvian'];['a(nte(di(leuvi(i(n'];['/adj/n/'];['antedilu@vian'];['000100'];['VCCVCVCV1CVVC'];['6'];['annuitant-anteriour']
['antelope'];['a(nte(lo)p'];['/n/'];['a@ntelope'];['100'];['V1CCVCVCV'];['3'];['annuitant-anteriour']
['antemeridian'];['a(nte(me(reedyi(n'];['/adj/'];['antemeri@dian'];['00010'];['VCCVCVCV1CVVC'];['5'];['annuitant-anteriour']
['antepast'];['a(nte(pa(st'];['/n/'];['a@ntepast'];['100'];['V1CCVCVCC'];['3'];['annuitant-anteriour']
['antepenult'];['a(nte(pee(nu(lt'];['/n/'];['a@ntepenult'];['1000'];['V1CCVCVCVCC'];['4'];['annuitant-anteriour']
['anteriour'];['a(ntee(ri(u(r'];['/adj/'];['ante@riour'];['0100'];['VCCV1CVVVC'];['4'];['annuitant-anteriour']
['anthem'];['a(nthi(m'];['/n/'];['a@nthem'];['10'];['V1CCCVC'];['2'];['anthem-aorist']
['anthropology'];['a(nthro(po(llo(jy'];['/n/'];['anthropo@logy'];['00100'];['VCCCCVCV1CVCV'];['5'];['anthem-aorist']
['anthropophagi'];['a(nthro(po(ffi(ji)'];['/n/'];['anthropo@phagi'];['00100'];['VCCCCVCV1CCVCV'];['5'];['anthem-aorist']
['anthropophagy'];['a(nthro(po(ffi(jy('];['/n/'];['anthropo@phagy'];['00100'];['VCCCCVCV1CCVCV'];['5'];['anthem-aorist']
['antichrist'];['a(nti(kri)st'];['/n/'];['a@ntichrist'];['100'];['V1CCVCCCVCC'];['3'];['anthem-aorist']
['antichristian'];['a(nti(kri(styi(n'];['/adj/'];['antichri@stian'];['0010'];['VCCVCCCV1CCVVC'];['4'];['anthem-aorist']
['anticipate'];['a(nti(si(pait'];['/v/'];['anti@cipate'];['0100'];['VCCV1CVCVCV'];['4'];['anthem-aorist']
['anticipation'];['a(nti(si(paishu(n'];['/n/'];['anticipa@tion'];['00010'];['VCCVCVCV1CVVC'];['5'];['anthem-aorist']
['antic'];['a(nti(k'];['/n/adj/'];['a@ntic'];['10'];['V1CCVC'];['2'];['anthem-aorist']
['anticly'];['a(nti(kly('];['/adv/'];['a@nticly'];['100'];['V1CCVCCV'];['3'];['anthem-aorist']
['anticlimax'];['a(nti(kli)maks'];['/n/'];['anticli@max'];['0010'];['VCCVCCV1CVC'];['4'];['anthem-aorist']
['anticor'];['a(nti(ko(r'];['/n/'];['a@nticor'];['100'];['V1CCVCVC'];['3'];['anthem-aorist']
['antidote'];['a(nti(do)t'];['/n/'];['a@ntidote'];['100'];['V1CCVCVCV'];['3'];['anthem-aorist']
['anti-emetics'];['a(nti(ee(me(ti(ks'];['/n/'];['anti-eme@tics'];[];[];[];[]
['antimonial'];['a(nti(mo)nyi(l'];['/adj/'];['antimo@nial'];['0010'];['VCCVCV1CVVC'];['4'];['anthem-aorist']
['antimony'];['a(nti(mu(nny('];['/n/'];['a@ntimony'];['1000'];['V1CCVCVCV'];['4'];['anthem-aorist']
['antipathy'];['a(nti(pi(thy('];['/n/'];['anti@pathy'];['0100'];['VCCV1CVCCV'];['4'];['anthem-aorist']
['antiphone'];['a(nti(fo(nny('];['//'];['anti@phone'];['010'];['VCCV1CCVCV'];['3'];['anthem-aorist']
['antipodes'];['a(nti(po(de(z'];['/n/'];['anti@podes'];['0100'];['VCCV1CVCVC'];['4'];['anthem-aorist']
['antipope'];['a(nti(po)p'];['/n/'];['a@ntipope'];['100'];['V1CCVCVCV'];['3'];['anthem-aorist']
['antiquary'];['a(nti(quairy('];['/n/'];['a@ntiquary'];['1000'];['V1CCVCVVCV'];['4'];['anthem-aorist']
['antiquate'];['a(nti(quait'];['/v/'];['a@ntiquate'];['100'];['V1CCVCVVCV'];['3'];['anthem-aorist']
['antique'];['a(nti(k'];['/adj/'];['a@ntique'];['10'];['V1CCVCVV'];['2'];['anthem-aorist']
['antiqueness'];['a(nti(kni(ss'];['/n/'];['a@ntiqueness'];['100'];['V1CCVCVVCVCC'];['3'];['anthem-aorist']
['antiquity'];['a(nti(qui(ty('];['/n/'];['anti@quity'];['0100'];['VCCV1CVVCV'];['4'];['anthem-aorist']
['antiscii'];['a(ntee(ssi(i)'];['/n/'];['anti@scii'];['0100'];['VCCV1CCVV'];['4'];['anthem-aorist']
['antiscorbutic'];['a(nti(sko(rbeuti(k'];['/adj/'];['antiscorbutic'];['00000'];['VCCVCCVCCVCVC'];['5'];['anthem-aorist']
['antistrophe'];['a(nti(stro(fy('];['/n/'];['anti@strophe'];['010'];['VCCV1CCCVCCV'];['3'];['anthem-aorist']
['antithesis'];['antee(the(zi(s'];['/n/'];['anti@thesis'];['0100'];['VCCV1CCVCVC'];['4'];['anthem-aorist']
['antitype'];['a(nti(ti)p'];['/n/'];['a@ntitype'];['100'];['V1CCVCVCV'];['3'];['anthem-aorist']
['antivenerial'];['a(nti(ve(nee(ri(i(l'];['/adj/'];['antivene@rial'];['00010'];['VCCVCVCV1CVVC'];['5'];['anthem-aorist']
['antlers'];['a(ntli(rz'];['/n/'];['a@ntlers'];['10'];['V1CCCVCC'];['2'];['anthem-aorist']
['antonomasia'];['a(nto(no(maizi(a('];['/n/'];['antonoma@sia'];['000100'];['VCCVCVCV1CVV'];['6'];['anthem-aorist']
['anvil'];['a(nvi(l'];['/n/'];['a@nvil'];['10'];['V1CCVC'];['2'];['anthem-aorist']
['anxiety'];['anksi)i(ty('];['/n/'];['anxi@ety'];['0100'];['VCCV1VCV'];['4'];['anthem-aorist']
['anxious'];['a(nkshu(s'];['/adj/'];['a@nxious'];['10'];['V1CCVVVC'];['2'];['anthem-aorist']
['anxiously'];['a(nkshu(sly'];['/adv/'];['a@nxiously'];['100'];['V1CCVVVCCV'];['3'];['anthem-aorist']
['any'];['a(ny('];['/n/adj/pron/'];['a@ny'];['10'];['V1CV'];['2'];['anthem-aorist']
['aorist'];['aio(ri(st'];['/n/'];['a@orist'];['100'];['V1VCVCC'];['3'];['anthem-aorist']
['aorta'];['a(o(rta('];['/n/'];['ao@rta'];['010'];['VV1CCV'];['3'];['aorta-appeal']
['apace'];['a(paiss'];['/adv/'];['apa@ce'];['01'];['VCV1CV'];['2'];['aorta-appeal']
['apart'];['a(pa%rt'];['/adv/'];['apa@rt'];['01'];['VCV1CC'];['2'];['aorta-appeal']
